id_str,label
1275187044424331266,SUPPORTS
1275187101668171776,REJECTS
1275187617588543490,REJECTS
1275187712417562624,SUPPORTS
1275189592002625536,SUPPORTS
1275189989391978507,SUPPORTS
1275190133545996289,REJECTS
1275192806928252928,SUPPORTS
1275192931033526272,SUPPORTS
1275192938197397505,SUPPORTS
1275193069630087169,SUPPORTS
1275193824030179331,SUPPORTS
1275194245591248896,SUPPORTS
1275194430992105472,SUPPORTS
1275195706127548418,REJECTS
1275196100664791040,SUPPORTS
1275196719601537027,SUPPORTS
1275196972983554052,REJECTS
1275197096266792963,REJECTS
1275197555660464131,SUPPORTS
1275198172260950016,SUPPORTS
1275198213352558593,SUPPORTS
1275198258021875713,SUPPORTS
1275199892961591298,REJECTS
1275200251058630658,REJECTS
1275203027889242112,REJECTS
1275205043063599104,SUPPORTS
1275205715221757952,REJECTS
1275205915940130823,REJECTS
1275205994612764673,REJECTS
1275206300629184517,REJECTS
1275207498564280320,REJECTS
1275207857726685191,REJECTS
1275209790491430915,SUPPORTS
1275209935886913538,REJECTS
1275213134991630336,SUPPORTS
1275215285138718720,REJECTS
1275219642274000897,REJECTS
1275220873692221440,REJECTS
1275221966748815361,SUPPORTS
1275225193938595841,REJECTS
1275226052718190593,REJECTS
1275228958628425729,REJECTS
1275231885225058309,REJECTS
1275232649683091458,SUPPORTS
1275235061235953664,SUPPORTS
1275236844171599873,SUPPORTS
1275245164479610880,REJECTS
1275249270095052800,SUPPORTS
1275250191591972865,SUPPORTS
1275264199485198338,REJECTS
1275267177545977857,REJECTS
1275270698521559040,SUPPORTS
1275271445661339648,REJECTS
1275272209188237313,SUPPORTS
1275275910896398339,REJECTS
1275276037677555712,SUPPORTS
1275276241512341505,SUPPORTS
1275282008579719168,REJECTS
1275283437096763392,REJECTS
1275283999779442689,SUPPORTS
1275284012437843969,SUPPORTS
1275284957942951936,SUPPORTS
1275285643623571456,SUPPORTS
1275285899455102977,SUPPORTS
1275286421750919169,SUPPORTS
1275288063200157696,REJECTS
1275288543934517249,SUPPORTS
1275288733487595528,SUPPORTS
1275288903793041408,REJECTS
1275289052866965507,SUPPORTS
1275289058437201921,SUPPORTS
1275289988738043904,SUPPORTS
1275290288253272065,REJECTS
1275290799757017089,REJECTS
1275290878765039616,SUPPORTS
1275290936923303936,REJECTS
1275291552508784641,REJECTS
1275291912979845120,REJECTS
1275292265427189760,SUPPORTS
1275292620273696769,SUPPORTS
1275293824110247936,REJECTS
1275294171524448260,SUPPORTS
1275294172728233985,SUPPORTS
1275294377888354304,REJECTS
1275295232901500928,REJECTS
1275295545213534209,SUPPORTS
1275295663291498497,SUPPORTS
1275296282219876353,SUPPORTS
1275297013467406337,SUPPORTS
1275297785970114561,SUPPORTS
1275298619600576513,SUPPORTS
1275298806020571136,REJECTS
1275298944961126403,SUPPORTS
1275298966440214532,REJECTS
1275299606952390656,SUPPORTS
1275300299058577408,REJECTS
1275300477530443777,SUPPORTS
1275300842745233408,REJECTS
1275300874928218112,REJECTS
1275300934869024768,REJECTS
1275301554296426497,SUPPORTS
1275301599582334977,REJECTS
1275302058598465536,REJECTS
1275302782736662528,SUPPORTS
1275303567428067329,SUPPORTS
1275303610658836480,REJECTS
1275303823591051269,REJECTS
1275304638862983168,REJECTS
1275305239659163648,REJECTS
1275305322366873602,REJECTS
1275305720070709248,SUPPORTS
1275305880297377792,REJECTS
1275306243402412035,REJECTS
1275307174340804608,SUPPORTS
1275307647911243776,SUPPORTS
1275307795529846788,SUPPORTS
1275308104331165698,SUPPORTS
1275308729991397377,REJECTS
1275308868139192320,REJECTS
1275308972749225985,SUPPORTS
1275309026054635521,REJECTS
1275309113866694656,REJECTS
1275309479966511104,REJECTS
1275309665329516544,SUPPORTS
1275309903272390657,SUPPORTS
1275310010118148100,REJECTS
1275310137889173504,SUPPORTS
1275310369272139776,REJECTS
1275310526638239745,REJECTS
1275310944202170368,SUPPORTS
1275310975428722688,REJECTS
1275311062968160257,REJECTS
1275312532488585216,SUPPORTS
1275312559827103746,SUPPORTS
1275312794439757824,REJECTS
1275313248338878464,REJECTS
1275313470687399938,REJECTS
1275314181848383488,REJECTS
1275314187699445761,SUPPORTS
1275314190597619712,SUPPORTS
1275314255491928065,SUPPORTS
1275314622371901440,REJECTS
1275314781919105024,REJECTS
1275315175340552194,REJECTS
1275315361055981568,REJECTS
1275315526957502464,SUPPORTS
1275315950846345217,REJECTS
1275315957003624448,REJECTS
1275316310415720449,SUPPORTS
1275316419006095362,SUPPORTS
1275316811484053504,REJECTS
1275316897953861632,REJECTS
1275316934800805889,REJECTS
1275316984058691585,SUPPORTS
1275317012106022918,REJECTS
1275317022331736065,SUPPORTS
1275317086374559749,REJECTS
1275317478474878977,REJECTS
1275317528991019010,REJECTS
1275317579104628736,SUPPORTS
1275317893169905665,REJECTS
1275317925872877568,REJECTS
1275318014485856257,SUPPORTS
1275318086380466176,SUPPORTS
1275318613797474316,SUPPORTS
1275318891422638080,REJECTS
1275319058272063488,SUPPORTS
1275320191451385857,REJECTS
1275320276071452672,SUPPORTS
1275320335588622336,SUPPORTS
1275320646155853825,SUPPORTS
1275320773226496001,REJECTS
1275321096112353282,REJECTS
1275321226152550400,REJECTS
1275321786176090113,SUPPORTS
1275321833118666752,SUPPORTS
1275321969542598656,SUPPORTS
1275322194629984258,REJECTS
1275322765156012032,REJECTS
1275322863730466818,REJECTS
1275322867497013249,REJECTS
1275322868038057984,REJECTS
1275323226571374592,SUPPORTS
1275323603945431044,SUPPORTS
1275325379964796928,SUPPORTS
1275325737365647360,SUPPORTS
1275325895016923137,REJECTS
1275326550104301568,REJECTS
1275326666378752000,REJECTS
1275326736155258880,SUPPORTS
1275327014438866944,SUPPORTS
1275327533395910662,SUPPORTS
1275327957947633665,SUPPORTS
1275328205860352000,SUPPORTS
1275328511125917697,REJECTS
1275328604981862400,SUPPORTS
1275328749094023177,SUPPORTS
1275328810444107777,REJECTS
1275328880484777989,REJECTS
1275329165223505920,REJECTS
1275329444375339009,SUPPORTS
1275329463467888641,SUPPORTS
1275329635568541696,SUPPORTS
1275329674445455360,REJECTS
1275329992507916288,SUPPORTS
1275330388097892352,REJECTS
1275330663114248194,REJECTS
1275330993113772032,SUPPORTS
1275331874139918337,SUPPORTS
1275331912391962624,REJECTS
1275331944532803585,SUPPORTS
1275332099319443458,SUPPORTS
1275332598999506945,REJECTS
1275332608516403202,REJECTS
1275332712702906368,REJECTS
1275332822107111425,REJECTS
1275332911315771393,SUPPORTS
1275333349809283072,REJECTS
1275333572019269634,SUPPORTS
1275333668693856256,SUPPORTS
1275333741150441472,SUPPORTS
1275334306215460870,SUPPORTS
1275334676950003714,SUPPORTS
1275335507069808641,SUPPORTS
1275335537373708289,SUPPORTS
1275335640993890304,SUPPORTS
1275336087100063746,SUPPORTS
1275336736147718144,REJECTS
1275336887448883201,REJECTS
1275337104617361415,REJECTS
1275337226445041666,REJECTS
1275337512295321601,REJECTS
1275337603085209601,REJECTS
1275337801144418306,SUPPORTS
1275337918631075840,SUPPORTS
1275338277105676290,SUPPORTS
1275338391803113472,REJECTS
1275338543473311749,REJECTS
1275338763280023553,SUPPORTS
1275339723339423744,REJECTS
1275340455102885890,SUPPORTS
1275340769340067844,SUPPORTS
1275341536117522433,SUPPORTS
1275341714597830656,REJECTS
1275341858797948928,SUPPORTS
1275341878905487360,SUPPORTS
1275341969221451776,REJECTS
1275342053824741377,SUPPORTS
1275342360277385216,SUPPORTS
1275342518272569345,SUPPORTS
1275342727878762497,SUPPORTS
