id_str,label
1212683362793594880,ANDERS
1213865355849981952,ANDERS
1213924354028982273,ANDERS
1214600711872425987,ANDERS
1216304154404102144,ANDERS
1217202123055804419,ANDERS
1217380066801393664,ANDERS
1217504540414697472,ANDERS
1217547898566709250,ANDERS
1217864990973100032,ANDERS
1217913342553141253,ANDERS
1218516014150967296,ANDERS
1219040941580988416,ANDERS
1219738167256940544,ANDERS
1219937614226165761,ANDERS
1220746488059453442,ANDERS
1221451198567460870,ANDERS
1221679211036934152,ANDERS
1221905019651399680,ANDERS
1214531927845281797,ANDERS
1222626314861060096,ANDERS
1223335821375344640,ANDERS
1223533722252779520,ANDERS
1223644601594019841,ANDERS
1223882669618094082,ANDERS
1225122915735232512,ANDERS
1225681077982773248,EENS
1223038536443670533,ANDERS
1226204659364306946,ANDERS
1227863404909649925,ANDERS
1229681800924090368,ANDERS
1229825307999424515,ANDERS
1230187196818305029,ANDERS
1230642589394755584,ANDERS
1231152765562445825,ANDERS
1233000623374766080,ANDERS
1233394718198898690,ANDERS
1234831202126835718,ANDERS
1236788998498025474,ANDERS
1236983400143208448,ANDERS
1237469924227940355,ANDERS
1237783492538351618,ANDERS
1237798358170943488,ANDERS
1238397249702379520,ANDERS
1238717068897406977,ANDERS
1238896329578987520,ONEENS
1239463988448108545,ANDERS
1239823631259258880,ANDERS
1239899139762270211,ANDERS
1239911398211272704,ANDERS
1239949555262685187,ANDERS
1240212858450870272,ANDERS
1241649071938551809,ANDERS
1241668589104574464,ANDERS
1241808698529513472,EENS
1242356651535093762,EENS
1242882766993326084,ANDERS
1243093468353900545,ANDERS
1243440130985254918,ANDERS
1243461263264559104,EENS
1243926252291047433,ANDERS
1244977690622509056,ANDERS
1244978440392118272,ANDERS
1245044415481217024,EENS
1245291802824933376,ANDERS
1245724203770413058,EENS
1246435021080211457,ANDERS
1247106206013034497,ONEENS
1247125735946563584,ANDERS
1247144718263336961,ANDERS
1247586882571157508,ANDERS
1247680896976719877,ANDERS
1247782808551972865,ANDERS
1248148960868536328,ANDERS
1248224827976093697,ANDERS
1249005797016813576,ANDERS
1249314615495983104,ONEENS
1249351014865657856,ANDERS
1249617360450981888,ANDERS
1249628934020497409,ANDERS
1249695706178338816,ANDERS
1249751990361522181,ANDERS
1249753950603096072,ANDERS
1250036499434876929,ANDERS
1250347865198616576,ONEENS
1250433472381898752,ANDERS
1250689918063521792,ANDERS
1250813196019077120,ANDERS
1251258240429699074,ANDERS
1251423926439346178,ANDERS
1251427477924261888,ANDERS
1251464088602976256,ANDERS
1251494148156411907,ANDERS
1251618678241722368,ANDERS
1251831956079357953,EENS
1251859781222088711,ANDERS
1251924235293011969,ANDERS
1252192529421828096,ANDERS
1252348594469756929,ANDERS
1252520793873014784,ANDERS
1252708531809267713,ANDERS
1252834085547859973,ANDERS
1253234388768370688,ANDERS
1253358416296325120,ANDERS
1253570048511401984,ANDERS
1253668301886181376,ONEENS
1253736505484414976,ANDERS
1253777424690667521,ANDERS
1253783939635916800,ANDERS
1253821881951621120,ANDERS
1253904248405921792,ONEENS
1253929392025329664,ANDERS
1254309176160980994,ANDERS
1254313539688423425,ANDERS
1254436817715245056,ANDERS
1254505584063320069,ANDERS
1254776932312350722,ANDERS
1255181422421254147,ANDERS
1255240453034819584,ANDERS
1255269022410686471,EENS
1255487025010139139,ANDERS
1255790603993927681,EENS
1256500062177263616,ANDERS
1256674554371543049,ONEENS
1256718914559639552,ANDERS
1257028060156776451,ANDERS
1257245729040498688,ANDERS
1257316307189424128,ANDERS
1257589949014081536,ANDERS
1258103075019112448,ANDERS
1258491907245817856,ANDERS
1258832412416577538,ANDERS
1258870449024512000,ANDERS
1258964206033997826,ANDERS
1259447469601173505,ANDERS
1259781014999764992,ANDERS
1260224169817583619,ANDERS
1260235694703861760,ONEENS
1260341039979737088,ANDERS
1260531803888197634,ANDERS
1260695701773791237,ANDERS
1260843508954476544,ANDERS
1260884218915295233,ANDERS
1260917985755217920,ANDERS
1261018352648060929,ANDERS
1261313173749149698,ANDERS
1261349171308621824,ANDERS
1262047321849843712,ANDERS
1262139289569308673,ANDERS
1262313178723233799,ANDERS
1262321082134077441,ANDERS
1262343453557567490,ANDERS
1262709102322561024,EENS
1262738461104041986,ANDERS
1263172581563281411,ANDERS
1263178933211725824,ANDERS
1263773201064169473,ONEENS
1263880294383353857,ANDERS
1264221460899430411,ONEENS
1264522038624075776,ANDERS
1264620202513350657,ONEENS
1264818784361209856,ANDERS
1264839757009469440,ANDERS
1264894700483420163,ONEENS
1265745604879233025,ANDERS
1265968453833408514,ANDERS
1266311388403826689,ANDERS
1266344643878359044,ANDERS
1266469834843475968,ANDERS
1267014743497334785,ONEENS
1267849953549959170,ANDERS
1268142460720549890,ONEENS
1268501217308749825,ANDERS
1268517885342879744,ANDERS
1268552992288051205,ANDERS
1269010545207894016,ANDERS
1269397798572773377,ONEENS
1270255607015182336,ANDERS
1270654095876075521,ANDERS
1270668612936839169,ANDERS
1271434022879662081,ANDERS
1271682531063205901,ANDERS
1272071172805595136,ONEENS
1272130953532620801,ONEENS
1272140436510052353,ONEENS
1272166733122592768,ONEENS
1272274251618439168,ANDERS
1272397675846139904,ANDERS
1273121226928590855,ONEENS
1273151683670007809,ANDERS
1273347126169423872,ANDERS
1273574660240740353,ANDERS
1273837312493998080,ANDERS
1274342405328666627,ANDERS
1274741123362238465,ANDERS
1274972234097004545,ANDERS
1275361442825469953,ANDERS
1275658653400551429,ANDERS
1276016380823961600,ANDERS
1276101934387208192,ANDERS
1276146900396314624,ANDERS
1276193399083761665,ANDERS
1276229892036755456,ANDERS
1276497061932871680,ANDERS
1276720626594648064,ANDERS
1276977825015369728,ONEENS
1277583981190545408,ANDERS
1277932947232915456,ANDERS
1278223279371796480,ONEENS
1278245900180209664,ONEENS
1278545827338883073,ONEENS
1278606161311404032,ANDERS
1279690152709885952,ANDERS
1279690660526907393,ANDERS
1279704444867948544,ONEENS
1279833136394838016,ONEENS
1280441162285932546,ANDERS
1281124289584992256,ANDERS
1281720389660479490,ANDERS
1281864407543361536,ANDERS
1282379236481925120,ONEENS
1282401081226657792,ANDERS
1282626815438266368,ONEENS
1282958275600879617,ANDERS
1282958498981175296,ANDERS
1283121087275044868,ANDERS
1283414226724364288,ANDERS
1283519672424390656,ANDERS
1283646888718336001,ANDERS
1284260360409710593,ONEENS
1284589112113221638,ONEENS
1284907645057601536,ANDERS
1285245845303103489,ONEENS
1285273627856736258,ANDERS
1285288700985970688,ANDERS
1285496069783195648,ANDERS
1285799920331563010,ONEENS
1285870595385819137,ANDERS
1286035524793307136,ONEENS
1286406925807169536,ANDERS
1286636945599270913,ANDERS
1287454402509516801,ONEENS
1287829980261613568,ONEENS
1287741861109669888,ONEENS
1288008842714939392,ANDERS
1288369881084289024,ANDERS
1288535544130043906,ONEENS
1288583555103301642,ONEENS
1288903163718905856,ANDERS
1288927101467402240,ONEENS
1289071559148175361,ANDERS
1289479824331833345,ANDERS
1289857979877953537,ANDERS
1289962714681544704,ANDERS
1289964336446808066,EENS
